kof97.zip|KOF 97|拳皇97
zeroteam.zip|ZeroTeamUSA(set1-US-Fabteklicense)|零组特攻队美国版(第1套-美版-Fabtek授权)
zeroteama.zip|ZeroTeam(set2-Japan?(earlier?))|零组特攻队(第2套-日版?(早期版?))
zeroteamb.zip|ZeroTeam(set3-Japan?(laterbatteryless))|零组特攻队(第3套-日版?(后期无电池版?))
zeroteamc.zip|ZeroTeam(set4-Taiwan-LiangHwalicense)|零组特攻队(第4套-台湾版-LiangHwa授权)
zeroteamd.zip|ZeroTeam(set5-Korea-DreamSoftlicense)|零组特攻队(第5套-韩版-DreamSoft授权)
zeroteams.zip|ZeroTeamSelection|零组特攻队选择版
zerotime.zip|ZeroTime|零时蜜蜂
zerotimed.zip|ZeroTime(Datamat)|零时蜜蜂(Datamat)
zerotm2k.zip|ZeroTeam2000|零组特攻队2000
zigzagb.zip|ZigZag(Galaxianhardware-set1)|挖金子(小蜜蜂硬件-第1套)
zigzagb2.zip|ZigZag(Galaxianhardware-set2)|挖金子(小蜜蜂硬件-第2套)
zingzip.zip|ZingZingZip|真真急炮
zintrckb.zip|Zintrick/OshidashiZentrix(hack/bootleg)|挤压史莱姆(修改版/A版)
zintrkcd.zip|Zintrick/OshidashiZentrix(NeoCDconversion)|挤压史莱姆(NeoCD转换版)
zodiack.zip|Zodiack|黄道战机
zupapa.zip|Zupapa!|星星大战!
zzyzzyxx.zip|Zzyzzyxx(set1)|虫虫救美(第1套)
zzyzzyxx2.zip|Zzyzzyxx(set2)|虫虫救美(第2套)
myangel.zip|KosodateQuizMyAngel(Japan)|育婴问答-亲亲小宝贝(日版)
myangel2.zip|KosodateQuizMyAngel2(Japan)|育婴问答-亲亲小宝贝2(日版)
myhero.zip|MyHero(US-notencrypted)|我的英雄(美版-未加密版)
myherobl.zip|MyHero(bootleg-315-5132encryption)|我的英雄(A版-315-5132加密)
myherok.zip|MyHero(Korea)|我的英雄(韩版)
myqbert.zip|MelloYelloQ*bert|美乐耶乐Q伯特
mystston.zip|MysteriousStones-Dr.John'sAdventure|秘石-约翰博士的冒险
myststono.zip|MysteriousStones-Dr.KickinAdventure|秘石-奇克博士的冒险
myststonoi.zip|MysteriousStones-Dr.KickinAdventure(ItisaPCB)|秘石-奇克博士的冒险(意大利机板)
mystwarr.zip|MysticWarriors(verEAA)|神秘勇士-怒之忍者(版本EAA)
mystwarra.zip|MysticWarriors(verAAB)|神秘勇士-怒之忍者(版本AAB)
mystwarraa.zip|MysticWarriors(verAAA)|神秘勇士-怒之忍者(版本AAA)
mystwarrj.zip|MysticWarriors(verJAA)|神秘勇士-怒之忍者(版本JAA)
mystwarru.zip|MysticWarriors(verUAA)|神秘勇士-怒之忍者(版本UAA)
nam1975.zip|NAM-1975(NGM-001)(NGH-001)|越战1975(NGM-001)(NGH-001)
naname.zip|NanamedeMagic!|娜娜米魔法方块!
nastar.zip|Nastar(World)|拉斯坦(世界版)
nastarw.zip|NastarWarrior(US)|拉斯坦战士(美版)
naughtyb.zip|NaughtyBoy|淘气男孩
naughtyba.zip|NaughtyBoy(bootleg)|淘气男孩(A版)
naughtybc.zip|NaughtyBoy(Cinematronics)|淘气男孩(Cinematronics)
navarone.zip|Navarone|纳瓦隆战舰
ncombat.zip|NinjaCombat(NGM-009)|忍者大战(NGM-009)
ncombath.zip|NinjaCombat(NGH-009)|忍者大战(NGH-009)
ncommand.zip|NinjaCommando|忍者指令
nebulbee.zip|NebulousBee|星云蜜蜂
nemesis.zip|Nemesis(ROMversion)|黑暗女神(ROM版)
nemesisuk.zip|Nemesis(World?-ROMversion)|黑暗女神(世界版?-ROM版)
nemo.zip|Nemo(901130etc)|梦幻冒险(901130世界版)
nemoj.zip|Nemo(901120Japan)|梦幻冒险(901120日版)
nemor1.zip|Nemo(901109etc)|梦幻冒险(901109世界版)
neobattl.zip|SDGundamNeoBattling(Japan)|SD高达-新的战斗(日版)
neobombe.zip|NeoBomberman|Neo炸弹人
neocup98.zip|Neo-GeoCup'98-TheRoadtotheVictory|Neo-Geo杯'98-胜利之路
neodrift.zip|NeoDriftOut-NewTechnology|Neo越野漂移-新的技术
neomrdo.zip|NeoMr.Do!|Neo小丑先生
newapunk.zip|NewAtomicPunk-GlobalQuest(US)|炸弹人世界-全球任务(美版)
newpuc2.zip|Newpuc2|新吃豆人2
newpuc2b.zip|Newpuc2b|新吃豆人2b
newpuckx.zip|NewPuck-X|新吃豆人
news.zip|News(set1)|魔法美女气泡(第1套)
newsa.zip|News(set2)|魔法美女气泡(第2套)
newsin7.zip|NewSinbad7|新辛巴达7
nextfase.zip|NextFase(bootlegofPhoenix)|极速(火凤凰A版)
ngem2k.zip|NGEM2K(beta2006-01-18)|智力符号2000(测试版2006-01-18)
nibbler.zip|Nibbler(rev9)|噬蛇(修正版9)
nibbler6.zip|Nibbler(rev6)|噬蛇(修正版6)
nibbler7.zip|Nibbler(rev7)|噬蛇(修正版7)
nibbler8.zip|Nibbler(rev8)|噬蛇(修正版8)
nibblera.zip|Nibbler(rev9-alternateset)|噬蛇(修正版9-替换版)
nibblero.zip|Nibbler(Olympia-rev8)|噬蛇(Olympia-修正版8)
nibblerp.zip|Nibbler(PioneerBalloonconversion-rev6)|噬蛇(气球拓荒者转换版-修正版6)
ninja.zip|Ninja(315-5102)|忍者(315-5102)
ninjak.zip|TheNinjaKids(World)|忍者小子(世界版)
ninjakd2.zip|Ninja-KidII/NinjaKunAshuranoShou(set1)|忍者小子II-阿修罗之章(第1套)
ninjakd2a.zip|Ninja-KidII/NinjaKunAshuranoShou(set2-bootleg|忍者小子II-阿修罗之章(第2套-A版?)
ninjakd2b.zip|Ninja-KidII/NinjaKunAshuranoShou(set3-bootleg|忍者小子II-阿修罗之章(第3套-A版?)
ninjakd2c.zip|Ninja-KidII/NinjaKunAshuranoShou(set4)|忍者小子II-阿修罗之章(第4套)
ninjakj.zip|TheNinjaKids(Japan)|忍者小子(日版)
ninjaku.zip|TheNinjaKids(US)|忍者小子(美版)
ninjamas.zip|NinjaMaster's-haoh-ninpo-cho|霸王忍法帖
ninjemak.zip|NinjaEmaki(US)|忍者绘卷(美版)
nitd.zip|NightmareintheDark|午夜噩梦
nitdbl.zip|NightmareintheDark(bootleg)|午夜噩梦(A版)
nmaster.zip|Oni-TheNinjaMaster(Japan)|隐忍(日版)
nmg5.zip|Multi5/NewMultiGame5(set1)|益智五合一(第1套)
nmg5a.zip|Multi5/NewMultiGame5(set2)|益智五合一(第2套)
nmg5e.zip|Multi5/NewMultiGame5(set3-earlier)|益智五合一(第3套-早期版)
nmouse.zip|NaughtyMouse(set1)|顽皮鼠(第1套)
nobb.zip|Noboranka(Japan-bootleg)|怪叔叔救美(日版-A版)
nouryoku.zip|NouryokuKoujouIinkai|脑力向上委员会
nova2001.zip|Nova2001(Japan)|新星2001(日版)
nova2001h.zip|Nova2001(Japan-hack?)|新星2001(日版-修改版?)
nova2001u.zip|Nova2001(US)|新星2001(美版)
nprinces.zip|NinjaPrincess(315-5051-64kVer.bootleg?)|忍者公主(315-5051-64k版A版?)
nprincesb.zip|NinjaPrincess(315-5051?-128kVer.bootleg?)|忍者公主(315-5051?-128k版A版?)
nprinceso.zip|NinjaPrincess(315-5098-128kVer.)|忍者公主(315-5098-128k版)
nprincesu.zip|NinjaPrincess(64kVer.notencrypted)|忍者公主(64k版未加密版)
nrallyx.zip|NewRallyX|新迷魂车X
nspirit.zip|NinjaSpirit|最后的忍道
nspiritj.zip|SaigonoNindou(Japan)|最后的忍道(日版)
nunchaku.zip|Nunchackun|功夫少女
nwarr.zip|NightWarriors-darkstalkers'revenge(950316Euro)|恶魔战士-恶魔的复仇(950316欧版)
nwarra.zip|NightWarriors-darkstalkers'revenge(950302Asia)|恶魔战士-恶魔的复仇(950302亚洲版)
nwarrb.zip|NightWarriors-darkstalkers'revenge(950403Brazil)|恶魔战士-恶魔的复仇(950403巴西版)
nwarrh.zip|NightWarriors-darkstalkers'revenge(950403Hispani|恶魔战士-恶魔的复仇(950403西班牙版)
nwarru.zip|NightWarriors-darkstalkers'revenge(950406USA)|恶魔战士-恶魔的复仇(950406美版)
nwarrud.zip|NightWarriors-darkstalkers'revenge(950406USAPho|恶魔战士-恶魔的复仇(950406美版凤凰版)
nyanpani.zip|NyanNyanPanic(Japan)|小猫卡布(日版)
nzeroteam.zip|NewZeroTeam(V33SYSTEMTYPE_Bhardware)|新零组特攻队(V33系统TYPE_B硬件)
nzeroteama.zip|NewZeroTeam(V33SYSTEMTYPE_Bhardware-China?)|新零组特攻队(V33系统TYPE_B硬件-中国版?)
oedfight.zip|OedoFight(JapanBloodshedVer.)|大江户格斗(日版血腥版)
offensiv.zip|Offensive(SpanishbootlegofScramble)|进攻(紧急起飞西班牙A版)
oldsplus.zip|OrientalLegend2(Korea)/XiYouShiEZhuanSuperP|西游释厄传-群魔乱舞(世界版-中国版-日版-香港版-台湾版)(版本205)
ohmygod.zip|OhMyGod!|天神方块(日版)
oisipuzl.zip|OishiiPuzzleHaIrimasenka|益智博士
olibochu.zip|Oli-Boo-Chu|阿部小精灵
omega.zip|Omega|甲虫护蛋
omegab.zip|Omega|甲虫护蛋
omegaf.zip|OmegaFighter|欧米加战机
omegafs.zip|OmegaFighterSpecial|欧米加战机特别版
omni.zip|Omni|奥尼
onetwo.zip|One+Two|一加二
onetwoe.zip|One+Two(earlier)|一加二(早期版)
onna34ro.zip|OnnaSansirou-TyphoonGal|女三四郎
onna34roa.zip|OnnaSansirou-TyphoonGal(bootleg)|女三四郎(A版)
orbitron.zip|Orbitron|飞碟巡航
orbs.zip|Orbs(10/7/94prototype?)|转动球盘(10/7/94工程版?)
orius.zip|Orius(verUAA)|小花蝽战机(版本UAA)
orlegend105k.zip|OrientalLegend(V105-Korea)|西游释厄传(V105-韩版)
orlegend111c.zip|OrientalLegend-XiYoGiShiReZuang(V111-China)|西游释厄传(V111-中国版)
orlegend111k.zip|OrientalLegend-XiYoGiShiReZuang(V111-Korea)|西游释厄传(V111-韩版)
orlegend111t.zip|OrientalLegend-XiYoGiShiReZuang(V111-Taiwan)|西游释厄传(V111-台湾版)
orlegendc.zip|OrientalLegend-XiYoGiShiReZuang(V112-China)|西游释厄传(V112-中国版)
orlegendca.zip|OrientalLegend-XiYoGiShiReZuang(V112alt-Chi|西游释厄传(V112替换版-中国版)
orlegende.zip|OrientalLegend-XiYoGiShiReZuang(V112)|西游释厄传(V112)
oscar.zip|Psycho-NicsOscar(Worldrevision0)|钢铁金刚(世界版修正版0)
oscarj1.zip|Psycho-NicsOscar(Japanrevision1)|钢铁金刚(日版修正版1)
oscarj2.zip|Psycho-NicsOscar(Japanrevision2)|钢铁金刚(日版修正版2)
oscaru.zip|Psycho-NicsOscar(US)|钢铁金刚(美版)
osman.zip|Osman(World)|奥斯曼(世界版)
outzonea.zip|OutZone(oldset)|异域战将(旧版)
outzoneb.zip|OutZone(olderset)|异域战将(较旧版)
outzonec.zip|OutZone(oldestset)|异域战将(最旧版)
outzoneh.zip|OutZone(harder)|异域战将(较难)
overtop.zip|OverTop|跨越巅峰
ozon1.zip|OzonI|自走炮I
p47.zip|P-47-ThePhantomFighter(World)|P-47-幽灵战机(世界版)
p47j.zip|P-47-TheFreedomFighter(Japan)|P-47-自由战机(日版)
p47je.zip|P-47-TheFreedomFighter(Japan-Export)|P-47-自由战机(日版-出口版)
pacgal.zip|Pac-Gal|吃豆女孩
pacheart.zip|Pac-Man(Hearts)|吃豆小精灵(红心版)
packbang.zip|Pack'nBangBang(Prototype)|帕克炸弹(工程版)
packetman.zip|Packetman(bootleg)|口袋小精灵(A版)
pacland.zip|Pac-Land(World)|小精灵世界(世界版)
paclandj.zip|Pac-Land(Japannew)|小精灵世界(日版新版)
paclandjo.zip|Pac-Land(Japanold)|小精灵世界(日版旧版)
paclandjo2.zip|Pac-Land(Japanolder)|小精灵世界(日版较旧版)
paclandm.zip|Pac-Land(Midway)|小精灵世界(Midway)
paclandm2.zip|Pac-Land(Bally-Midway)|小精灵世界(Bally-Midway)
pacman.zip|Pac-Man(Midway)|吃豆小精灵(Midway)
pacmanbl.zip|Pac-Man(Galaxianhardware-set1)|吃豆小精灵(小蜜蜂硬件-第1套)
pacmanbla.zip|Pac-Man(Galaxianhardware-set2)|吃豆小精灵(小蜜蜂硬件-第2套)
pacmanf.zip|Pac-Man(Midway-withspeeduphack)|吃豆小精灵(Midway-速度修改版)
pacmania.zip|Pac-Mania|立体版吃豆小精灵
pacmaniaj.zip|Pac-Mania(Japan)|立体版吃豆小精灵(日版)
pacmaniao.zip|Pac-Mania(111187soundprogram)|立体版吃豆小精灵(111187音乐程序)
pacmanpe.zip|ComeCome(PetacoSAbootlegofPuckMan)|来来(PetacoSA吃豆人的A版)
pacmanso.zip|Pac-Man(SegaSA/Sonic)|吃豆小精灵(SegaSA/Sonic)
pacmansp.zip|PuckMan(Spanish-'MadeinGreece'bootleg)|吃豆人(西班牙版-'希腊制造'A版)
pacmanvg.zip|Pac-Man(bootleg-VideoGameSA)|吃豆小精灵(A版-电子游戏SA)
pacmod.zip|Pac-Man(Midway-harder)|吃豆小精灵(Midway-较难)
pacnchmp.zip|Pac-Man&ChompChomp|吃豆小精灵咀嚼战
pacnpal.zip|Pac&Pal|小精灵与伙伴
pacnpal2.zip|Pac&Pal(older)|小精灵与伙伴(较旧版)
pacplus.zip|Pac-ManPlus|吃豆小精灵加强版
pacuman.zip|Pacu-Man(SpanishbootlegofPuckMan)|吃豆人(吃豆人西班牙A版)
paddlema.zip|PaddleMania|球拍也疯狂
paintrlr.zip|PaintRoller|颜料刷
pairlove.zip|PairsLove|爱的纸牌对对碰
pajaroes.zip|PajarodelEspacio(SpanishbootlegofUniWarS)|太空飞鸟(宇宙战争西班牙A版)
pandoras.zip|Pandora'sPalace|潘多拉的宫殿
pang.zip|Pang(World)|魔鬼气泡(世界版)
pang3.zip|Pang!3(950601Euro)|魔鬼气泡3(950601欧版)
pang3b.zip|Pang!3(bootlegset1-950511Euro)|魔鬼气泡3(A版第1套-950511欧版)
pang3b2.zip|Pang!3(bootlegset2-950511Euro)|魔鬼气泡3(A版第2套-950511欧版)
pang3b3.zip|Pang!3(bootlegset3-950601Euro)|魔鬼气泡3(A版第3套-950601欧版)
pang3j.zip|Pang!3:KaitouTachinoKareinaGogo(950511Japan)|魔鬼气泡3-怪盗塔兹的华丽午后(950511日版)
pang3r1.zip|Pang!3(950511Euro)|魔鬼气泡3(950511欧版)
pang3r1a.zip|Pang!3(950511Euro-alt)|魔鬼气泡3(950511欧版-替换版)
pangb.zip|Pang(bootleg-set1)|魔鬼气泡(A版-第1套)
pangb2.zip|Pang(bootleg-set4)|魔鬼气泡(A版-第4套)
pangbold.zip|Pang(bootleg-set2)|魔鬼气泡(A版-第2套)
pangbold2.zip|Pang(bootleg-set5)|魔鬼气泡(A版-第5套)
pangbold3.zip|Pang(bootleg-set6)|魔鬼气泡(A版-第6套)
pangpang.zip|PangPang|乓乓世界
pangpoms.zip|PangPom's|气球小子
pangpomsm.zip|PangPom's(Mitchell)|气球小子(Mitchell)
panicbom.zip|PanicBomber|炸弹人方块
paprazzi.zip|Paparazzi|潜水摄影
pass.zip|Pass|长舌超人
passsht.zip|PassingShot(World-2Players-FD1094317-0080)|超身球(世界版-2人版-FD1094317-0080)
passsht16a.zip|PassingShot(Japan-4Players-System16A-FD1094317|超身球(日版-4人版-系统16A-FD1094317-0071)
passshta.zip|PassingShot(World-4Players-FD1094317-0074)|超身球(世界版-4人版-FD1094317-0074)
passshtad.zip|PassingShot(World-4Players-FD1094317-0074decryp|超身球(世界版-4人版-FD1094317-0074解密版)
passshtd.zip|PassingShot(World-2Players-FD1094317-0080decryp|超身球(世界版-2人版-FD1094317-0080解密版)
passshtj.zip|PassingShot(Japan-4Players-FD1094317-0070)|超身球(日版-4人版-FD1094317-0070)
patapata.zip|PataPataPanic|啪嗒啪嗒大恐慌
pballoon.zip|PioneerBalloon|气球拓荒者
pballoonr.zip|PioneerBalloon(Rock-Olalicense)|气球拓荒者(Rock-Ola授权)
pbancho.zip|Gyakuten!!PuzzleBancho(Japan)|逆转!!益智番长(日版)
pbillrd.zip|PerfectBilliard|完美撞球
pbillrdsa.zip|PerfectBilliard(MC-8123-317-5008)|完美撞球(MC-8123-317-5008)
pbobbl2n.zip|PuzzleBobble2/Bust-A-MoveAgain(Neo-Geo)|泡泡龙2/再次爆裂移动(Neo-Geo)
pbobble.zip|PuzzleBobble(Japan-B-System)|泡泡龙(日版-B-系统)
pbobblen.zip|PuzzleBobble/Bust-A-Move(Neo-Geo)(NGM-083)|泡泡龙/爆裂移动(Neo-Geo)(NGM-083)
pbobblenb.zip|PuzzleBobble/Bust-A-Move(Neo-Geo)(bootleg)|泡泡龙/爆裂移动(Neo-Geo)(A版)
pclubys.zip|PuzzleClub(YunSung-set1)|益智俱乐部(YunSung-第1套)
pclubysa.zip|PuzzleClub(YunSung-set2)|益智俱乐部(YunSung-第2套)
penbros.zip|PenguinBrothers(Japan)|企鹅兄弟(日版)
pengadvb.zip|PenguinAdventure(bootlegofMSXversion)|企鹅大冒险(MSX版的A版)
pengo.zip|Pengo(set1revc)|企鹅推冰(第1套修正版c)
pengo2.zip|Pengo(set2)|企鹅推冰(第2套)
pengo2u.zip|Pengo(set2notencrypted)|企鹅推冰(第1套未加密版)
pengo3u.zip|Pengo(set3notencrypted)|企鹅推冰(第3套未加密版)
pengo4.zip|Pengo(set4)|企鹅推冰(第4套)
pengo5.zip|Pengo(set5)|企鹅推冰(第5套)
pengob.zip|Pengo(bootleg)|企鹅推冰(A版)
penta.zip|Penta|小企鹅番达
percuss.zip|ThePercussor|太空杀机
perfrman.zip|Performan(Japan)|火蚁超人(日版)
perfrmanu.zip|Performan(US)|火蚁超人(美版)
pfghtj.zip|PocketFighter(970904Japan)|超级口袋战士(970904日版)
pgalvip.zip|PocketGalsV.I.P(set1)|美女花式撞球V.I.P(第1套)
pgalvipa.zip|PocketGalsV.I.P(set2)|美女花式撞球V.I.P(第2套)
pgear.zip|PoweredGear-strategicvariantarmorequipment(9410|核心齿轮-战略变异装甲(941024日版)
pgearr1.zip|PoweredGear-strategicvariantarmorequipment(9409|核心齿轮-战略变异装甲(940916日版)
pgmfrog.zip|FrogFeast(PGM)|小青蛙(PGM)
pgoal.zip|PleasureGoal/Futsal-5on5MiniSoccer(NGM-219)|快乐射门/五人足球(NGM-219)
phantasm.zip|Phantasm(Japan)|幻影(日版)
pheliosj.zip|Phelios(Japan)|飞马骑士(日版)
phoenix.zip|Phoenix(Amstar)|火凤凰(Amstar)
phoenix2.zip|Phoenix(Amstar-set2)|火凤凰(Amstar-第2套)
phoenix3.zip|Phoenix(T.P.N.bootleg)|火凤凰(T.P.N.A版)
phoenixa.zip|Phoenix(Centuri-set1)|火凤凰(Centuri-第1套)
phoenixass.zip|Phoenix(Assa-Spanishbootleg)|火凤凰(Assa-西班牙A版)
phoenixb.zip|Phoenix(Centuri-set2)|火凤凰(Centuri-第2套)
phoenixc.zip|Phoenix(Irecsa/G.G.ICorp-set1)|火凤凰(Irecsa/G.G.ICorp-第1套)
phoenixc2.zip|Phoenix(Irecsa/G.G.ICorp-set2)|火凤凰(Irecsa/G.G.ICorp-第2套)
phoenixc3.zip|Phoenix(Irecsa/G.G.ICorp-set3)|火凤凰(Irecsa/G.G.ICorp-第3套)
phoenixc4.zip|Phoenix(Irecsa/G.G.ICorp-set4)|火凤凰(Irecsa/G.G.ICorp-第4套)
phoenixdal.zip|Phoenix(D&Lbootleg)|火凤凰(D&LA版)
phoenixj.zip|Phoenix(TaitoJapan)|火凤凰(Taito日版)
phoenixs.zip|Phoenix(Sonic-Spanishbootleg)|火凤凰(Sonic-西班牙A版)
phoenixt.zip|Phoenix(Taito)|火凤凰(Taito)
phoenxp2.zip|PhoenixPart2|火凤凰2
photof.zip|PhotoFinish(bootleg?)|终点摄影(A版?)
photoy2k.zip|PhotoY2K/RealandFake(V105)|大家来找碴(V105)
photoy2k102.zip|RealandFake0PhotoY2K(V102-Japan)|大家来找碴(V102-日版)
photoy2k104.zip|PhotoY2K/RealandFake(V104)|大家来找碴(V104)
phozon.zip|Phozon(Japan)|原子图形(日版)
phozons.zip|Phozon(Sidam)|原子图形(Sidam)
pinbo.zip|Pinbo(set1)|弹珠台(第1套)
pipedrm.zip|PipeDream(World)|水管狂想曲(世界版)
pipedrmj.zip|PipeDream(Japan)|水管狂想曲(日版)
pipedrmt.zip|PipeDream(Taiwan)|水管狂想曲(台湾版)
pipedrmu.zip|PipeDream(US)|水管狂想曲(美版)
pipibibs.zip|Pipi&Bibis/Whoopee!!(Z80soundcpu-set1)|皮皮与比比斯(Z80声音处理器-第1套)
pipibibsa.zip|Pipi&Bibis/Whoopee!!(Z80soundcpu-set2)|皮皮与比比斯(Z80声音处理器-第2套)
pipibibsp.zip|Pipi&Bibis/Whoopee!!(prototype)|皮皮与比比斯(工程版)
piranha.zip|Piranha|食人鱼
piranhah.zip|Piranha(hack)|食人鱼(修改版)
piranhao.zip|Piranha(older)|食人鱼(较旧版)
pirates.zip|Pirates(set1)|海盗(第1套)
piratesb.zip|Pirates(set2)|海盗(第2套)
pisces.zip|Pisces|双鱼座
piscesb.zip|Pisces(bootleg)|双鱼座(A版)
pistoldm.zip|PistolDaimyonoBouken(Japan)|手枪大名的冒险(日版)
pitfall2.zip|PitfallII(315-5093)|陷阱II(315-5093)
pitfall2a.zip|PitfallII(315-5093-FlickyConversion)|陷阱II(315-5093-小鸟妃奇转换版)
pitfall2u.zip|PitfallII(notencrypted)|陷阱II(未加密版)
pkladies.zip|PokerLadies|女士扑克
pkscram.zip|PKScramble|点球争夺赛
pktgaldx.zip|PocketGalDeluxe(Eurov3.00)|美女花式台球豪华版(欧版v3.00)
pktgaldxj.zip|PocketGalDeluxe(Japanv3.00)|美女花式台球豪华版(日版v3.00)
pkunwar.zip|Penguin-KunWars(US)|企鹅大战(美版)
pkunwarj.zip|Penguin-KunWars(Japan)|企鹅大战(日版)
pleiadbl.zip|Pleiads(bootlegset1)|昂宿星防御战(A版第1套)
pleiadce.zip|Pleiads(Centuri)|昂宿星防御战(Centuri)
pleiads.zip|Pleiads(Tehkan)|昂宿星防御战(Tehkan)
pleiadsb2.zip|Pleiads(bootlegset2)|昂宿星防御战(A版第2套)
pleiadsi.zip|Pleiads(Irecsa)|昂宿星防御战(Irecsa)
pleiadsn.zip|Pleiads(NiemerS.A.)|昂宿星防御战(NiemerS.A.)
pleiadss.zip|Pleiads(Spanishbootleg)|昂宿星防御战(西班牙A版)
plotting.zip|Plotting(Worldset1)|绘图方块(世界版第1套)
plottinga.zip|Plotting(Worldset2-protected)|绘图方块(世界版第2套-保护版)
plottingb.zip|Plotting(Worldset3-earliestversion)|绘图方块(世界版第3套-最早期版)
plottingu.zip|Plotting(US)|绘图方块(美版)
plumppop.zip|PlumpPop(Japan)|狗狗乐园(日版)
plusalph.zip|PlusAlpha|趣味战机
pnickj.zip|Pnickies(940608Japan)|魔法方块(940608日版)
pnyaa.zip|PochiandNyaa(Ver2.00)|宠物方块(版本2.00)
poitto.zip|Poitto!|魔法宝瓶
poknight.zip|PokerNight|扑克之夜
pokonyan.zip|Pokonyan(Japan940322)|叮当猫(日版940322)
pollux.zip|Pollux(set1)|双子星(第1套)
polluxa.zip|Pollux(set2)|双子星(第2套)
polluxa2.zip|Pollux(set3)|双子星(第3套)
polluxn.zip|Pollux(Japan-NTClicense)|双子星(日版-NTC授权)
pompingw.zip|PompingWorld(Japan)|魔鬼气泡(日版)
ponpoko.zip|Ponpoko|平成狸合战
ponpokov.zip|Ponpoko(VentureLine)|平成狸合战(VentureLine)
pootan.zip|Pootan|猪小弟(第2套)
pooyan.zip|Pooyan|猪小弟(第1套)
pooyans.zip|Pooyan(Stern)|猪小弟(Stern)
popbingo.zip|PopBingo|热门宾果游戏
popbounc.zip|Pop'nBounce/Gapporin|暴击跳跳球
popeye.zip|Popeye(revisionD)|大力水手(修正版D)
popeyef.zip|Popeye(revisionF)|大力水手(修正版F)
popeyej.zip|Popeye(Japan-SkySkipperhardware)|大力水手(日版-飞行队长硬件)
popeyejo.zip|Popeye(Japan-SkySkipperhardware-Older)|大力水手(日版-飞行队长硬件-较旧版)
popeyeman.zip|Popeye-Man|吃豆水手
popeyeu.zip|Popeye(revisionDnotprotected)|大力水手(修正版D-无保护版)
popflame.zip|PopFlamer(protected)|火焰喷射鼠(保护版)
popflamea.zip|PopFlamer(notprotected)|火焰喷射鼠(无保护版)
popflameb.zip|PopFlamer(hack?)|火焰喷射鼠(修改版?)
popflamen.zip|PopFlamer(bootlegonNaughtyBoyPCB)|火焰喷射鼠(淘气男孩机板A版)
popspops.zip|Pop'sPop's|热门填字解谜
porky.zip|Porky|小猪历险
porter.zip|PortMan(bootlegonMoonCrestahardware)|码头工人(月球登陆艇硬件A版)
portman.zip|PortMan|码头工人
portmanj.zip|PortMan(Japan)|码头工人(日版)
pow.zip|P.O.W.-PrisonersofWar(USversion1)|脱狱-战俘(美版版本1)
powerins.zip|PowerInstinct(USA)|豪血寺一族(美版)
powerinsa.zip|PowerInstinct(USA-bootlegset1)|豪血寺一族(美版-A版第一套)
